"sim.id","model","name","LH","aicc","delta.aicc","w","tau0","gamma","lamb0","mu0","alpha","beta","eps"
"3869","4d","Birth-death varying speciation and extinction (coalescent approx)",978.5099014,-1948.966039,3.971809288,0.12,NA,NA,0.060584859,0.060584859,0.002420092,-0.005201896,NA
"3869","5","Pure birth constant speciation (coalescent approx)",863.818605,-1725.631855,227.3059933,0,NA,NA,0.030216797,NA,NA,NA,NA
"3869","6","Pure birth varying speciation (coalescent approx)",886.1430326,-1768.269979,184.6678691,0,NA,NA,0.040522964,NA,-0.008179247,NA,NA
"3870","1","Equilibrium constant rate",792.079374,-1582.153254,228.8894216,0,0.08001,NA,NA,NA,NA,NA,NA
"3870","2","Equilibrium variable rate",855.8055535,-1707.594601,103.4480743,0,0.052446383,0.017134916,NA,NA,NA,NA,NA
"3870","3","Birth-death constant rates (coalescent approx)",855.8056382,-1707.59477,103.4479048,0,NA,NA,0.052440885,0.035291774,NA,NA,NA
"3870","4a","Birth-death varying speciation constant extinction (coalescent approx)",908.5378665,-1811.042675,0,1,NA,NA,0.054086893,0.054086893,0.006031283,NA,NA
"3870","4b","Birth-death constant speciation varying extinction (coalescent approx)",878.9582128,-1751.883368,59.15930728,0,NA,NA,0.045973846,0.045973845,NA,-0.024862969,NA
"3870","4c","Birth-death constant extinction fraction (coalescent approx)",869.4380411,-1732.843024,78.19965072,0,NA,NA,0.049531712,NA,0.010568927,NA,0.875089447
"3870","4d","Birth-death varying speciation and extinction (coalescent approx)",897.9793989,-1787.903625,23.1390497,0,NA,NA,0.042808264,0.04280826,0.011605945,0.006576311,NA
"3870","5","Pure birth constant speciation (coalescent approx)",807.4886479,-1612.971801,198.0708738,0,NA,NA,0.029710938,NA,NA,NA,NA
"3870","6","Pure birth varying speciation (coalescent approx)",818.5693174,-1633.122129,177.9205465,0,NA,NA,0.036550075,NA,-0.005705291,NA,NA
"3871","1","Equilibrium constant rate",720.058691,-1438.111795,243.1881706,0,0.07489,NA,NA,NA,NA,NA,NA
"3871","2","Equilibrium variable rate",796.4195275,-1588.822272,92.4776943,0,0.047390563,0.018417932,NA,NA,NA,NA,NA
"3871","3","Birth-death constant rates (coalescent approx)",796.4195916,-1588.8224,92.47756598,0,NA,NA,0.047366066,0.028945817,NA,NA,NA
"3871","4a","Birth-death varying speciation constant extinction (coalescent approx)",843.6667897,-1681.299966,0,0.93,NA,NA,0.050196851,0.050196851,0.00634953,NA,NA
"3871","4b","Birth-death constant speciation varying extinction (coalescent approx)",837.1054586,-1668.177304,13.12266226,0,NA,NA,0.055715419,0.055715419,NA,-0.011267051,NA
"3871","4c","Birth-death constant extinction fraction (coalescent approx)",810.1390948,-1614.244576,67.05538985,0,NA,NA,0.045305427,NA,0.011162574,NA,0.863998264
"3871","4d","Birth-death varying speciation and extinction (coalescent approx)",842.062537,-1676.068973,5.230993072,0.07,NA,NA,0.048089199,0.048089199,0.004942924,-0.003630309,NA
"3871","5","Pure birth constant speciation (coalescent approx)",760.3046023,-1518.603618,162.6963479,0,NA,NA,0.029032227,NA,NA,NA,NA
"3871","6","Pure birth varying speciation (coalescent approx)",769.138537,-1534.260291,147.0396752,0,NA,NA,0.034931359,NA,-0.004966751,NA,NA
"3872","1","Equilibrium constant rate",684.0829902,-1366.160274,250.4437371,0,0.07421,NA,NA,NA,NA,NA,NA
"3872","2","Equilibrium variable rate",756.4739458,-1508.930749,107.6732627,0,0.046570207,0.018376959,NA,NA,NA,NA,NA
"3872","3","Birth-death constant rates (coalescent approx)",756.4741056,-1508.931068,107.6729431,0,NA,NA,0.046546322,0.028144506,NA,NA,NA
"3872","4a","Birth-death varying speciation constant extinction (coalescent approx)",811.3191731,-1616.604011,0,1,NA,NA,0.048155633,0.048155633,0.006853955,NA,NA
"3872","4b","Birth-death constant speciation varying extinction (coalescent approx)",803.3764482,-1600.718562,15.88544986,0,NA,NA,0.054471666,0.054471666,NA,-0.012145885,NA
"3872","4c","Birth-death constant extinction fraction (coalescent approx)",772.0956339,-1538.156933,78.44707833,0,NA,NA,0.043635125,NA,0.011473659,NA,0.854725429
"3872","4d","Birth-death varying speciation and extinction (coalescent approx)",803.3816265,-1598.705946,17.89806493,0,NA,NA,0.046614633,0.043868735,0.004551373,-0.003737692,NA
"3872","5","Pure birth constant speciation (coalescent approx)",724.2112529,-1446.4168,170.1872117,0,NA,NA,0.028897461,NA,NA,NA,NA
"3872","6","Pure birth varying speciation (coalescent approx)",728.8003609,-1453.583579,163.0204325,0,NA,NA,0.033240227,NA,-0.003812587,NA,NA
"3873","1","Equilibrium constant rate",661.9989032,-1321.992076,228.8461369,0,0.07253,NA,NA,NA,NA,NA,NA
"3873","2","Equilibrium variable rate",735.701078,-1467.384939,83.45327322,0,0.045432298,0.018224351,NA,NA,NA,NA,NA
"3873","3","Birth-death constant rates (coalescent approx)",735.7011946,-1467.385173,83.45304009,0,NA,NA,0.045467305,0.027263563,NA,NA,NA
"3873","4a","Birth-death varying speciation constant extinction (coalescent approx)",778.4363477,-1550.838213,0,0.5,NA,NA,0.053711904,0.053711904,0.004923717,NA,NA
"3873","4b","Birth-death constant speciation varying extinction (coalescent approx)",778.4316266,-1550.82877,0.009442162,0.5,NA,NA,0.053360104,0.053359924,NA,-0.011876248,NA
"3873","4c","Birth-death constant extinction fraction (coalescent approx)",750.041323,-1494.048163,56.79004941,0,NA,NA,0.043055177,NA,0.011164922,NA,0.856141954
"3873","4d","Birth-death varying speciation and extinction (coalescent approx)",757.407004,-1506.756454,44.08175859,0,NA,NA,0.045522428,0.045522428,-0.003229465,-0.033065069,NA
"3873","5","Pure birth constant speciation (coalescent approx)",703.8705359,-1405.735341,145.1028715,0,NA,NA,0.028376953,NA,NA,NA,NA
"3873","6","Pure birth varying speciation (coalescent approx)",709.6890945,-1415.360972,135.4772403,0,NA,NA,0.033172385,NA,-0.004170336,NA,NA
"3874","1","Equilibrium constant rate",751.5314737,-1501.057376,261.4981931,0,0.07777,NA,NA,NA,NA,NA,NA
"3874","2","Equilibrium variable rate",830.1567219,-1656.296707,106.258862,0,0.04847819,0.019655139,NA,NA,NA,NA,NA
"3874","3","Birth-death constant rates (coalescent approx)",830.1568074,-1656.296878,106.2586911,0,NA,NA,0.048441654,0.028768351,NA,NA,NA
"3874","4a","Birth-death varying speciation constant extinction (coalescent approx)",884.2945445,-1762.555569,0,1,NA,NA,0.051108863,0.051108863,0.00696647,NA,NA
"3874","4b","Birth-death constant speciation varying extinction (coalescent approx)",876.2558985,-1746.478277,16.07729199,0,NA,NA,0.057416668,0.057416667,NA,-0.012457887,NA
"3874","4c","Birth-death constant extinction fraction (coalescent approx)",846.3737651,-1686.714011,75.84155874,0,NA,NA,0.045784986,NA,0.012163553,NA,0.856844604
"3874","4d","Birth-death varying speciation and extinction (coalescent approx)",858.0826074,-1708.109271,54.44629877,0,NA,NA,0.040934667,0.040934425,0.020946921,0.019329371,NA
"3874","5","Pure birth constant speciation (coalescent approx)",797.6940405,-1593.38251,169.1730594,0,NA,NA,0.030338867,NA,NA,NA,NA
"3874","6","Pure birth varying speciation (coalescent approx)",802.9432149,-1601.869693,160.6858761,0,NA,NA,0.035037198,NA,-0.004044911,NA,NA
"4066","1","Equilibrium constant rate",84453.51579,-168905.0314,40458.94037,0,0.01954,NA,NA,NA,NA,NA,NA
"4066","2","Equilibrium variable rate",101813.107,-203622.2135,5741.758324,0,0.491953257,0.032826237,NA,NA,NA,NA,NA
"4066","3","Birth-death constant rates (coalescent approx)",101813.1085,-203622.2166,5741.755182,0,NA,NA,0.492246541,0.459413267,NA,NA,NA
"4066","4a","Birth-death varying speciation constant extinction (coalescent approx)",79710.54687,-159415.0928,49948.87896,0,NA,NA,0.01,5.07e-19,-4.84e-19,NA,NA
"4066","4b","Birth-death constant speciation varying extinction (coalescent approx)",104684.9864,-209363.9718,0,1,NA,NA,1.284045282,1.217818175,NA,-0.000341752,NA
"4066","4c","Birth-death constant extinction fraction (coalescent approx)",79710.54687,-159415.0928,49948.87896,0,NA,NA,0.01,NA,5.55e-20,NA,0
"4066","4d","Birth-death varying speciation and extinction (coalescent approx)",79710.54687,-159413.0922,49950.87957,0,NA,NA,0.01,0,5.55e-20,0,NA
"4066","5","Pure birth constant speciation (coalescent approx)",69308.32579,-138614.6514,70749.32037,0,NA,NA,0.013609375,NA,NA,NA,NA
"4066","6","Pure birth varying speciation (coalescent approx)",80316.25117,-160628.5019,48735.4699,0,NA,NA,0.0105,NA,1.08e-19,NA,NA
"3965","1","Equilibrium constant rate",762.0624633,-1522.119324,276.9546764,0,0.07985,NA,NA,NA,NA,NA,NA
"3965","2","Equilibrium variable rate",842.4710518,-1680.925273,118.1487274,0,0.048781166,0.021197631,NA,NA,NA,NA,NA
"3965","3","Birth-death constant rates (coalescent approx)",842.4710952,-1680.92536,118.1486408,0,NA,NA,0.048776567,0.027586489,NA,NA,NA
"3965","4a","Birth-death varying speciation constant extinction (coalescent approx)",902.5538543,-1799.074001,0,0.74,NA,NA,0.051942767,0.051942767,0.007874587,NA,NA
"3965","4b","Birth-death constant speciation varying extinction (coalescent approx)",891.7109409,-1777.388174,21.68582684,0,NA,NA,0.058246286,0.05824625,NA,-0.014357429,NA
"3965","4c","Birth-death constant extinction fraction (coalescent approx)",860.7517214,-1715.469735,83.60426583,0,NA,NA,0.045388591,NA,0.013421334,NA,0.844783723
"3965","4d","Birth-death varying speciation and extinction (coalescent approx)",902.5275457,-1796.998833,2.075168177,0.26,NA,NA,0.050629461,0.050629461,0.007546454,-0.00087358,NA
"3965","5","Pure birth constant speciation (coalescent approx)",815.6829014,-1629.360201,169.7138003,0,NA,NA,0.031666016,NA,NA,NA,NA
"3965","6","Pure birth varying speciation (coalescent approx)",817.9950153,-1631.9732,167.1008005,0,NA,NA,0.034966602,NA,-0.002955377,NA,NA
"3966","1","Equilibrium constant rate",760.7926169,-1519.579663,276.1202661,0,0.07881,NA,NA,NA,NA,NA,NA
"3966","2","Equilibrium variable rate",844.2693891,-1684.522042,111.177887,0,0.047888134,0.021540203,NA,NA,NA,NA,NA
"3966","3","Birth-death constant rates (coalescent approx)",844.2697787,-1684.522821,111.1771078,0,NA,NA,0.047930786,0.026385763,NA,NA,NA
"3966","4a","Birth-death varying speciation constant extinction (coalescent approx)",900.8667242,-1795.699929,0,1,NA,NA,0.049818067,0.049818067,0.008257019,NA,NA
"3966","4b","Birth-death constant speciation varying extinction (coalescent approx)",889.292266,-1772.551012,23.14891631,0,NA,NA,0.057500781,0.057500778,NA,-0.014832594,NA
"3966","4c","Birth-death constant extinction fraction (coalescent approx)",861.4374576,-1716.841396,78.85853324,0,NA,NA,0.044927599,NA,0.013481501,NA,0.842133605
"3966","4d","Birth-death varying speciation and extinction (coalescent approx)",858.6245794,-1709.193215,86.5067141,0,NA,NA,0.038559791,0.03855979,0.001387205,-0.035582548,NA
"3966","5","Pure birth constant speciation (coalescent approx)",819.2966668,-1636.587763,159.1121662,0,NA,NA,0.031664063,NA,NA,NA,NA
"3966","6","Pure birth varying speciation (coalescent approx)",821.9286707,-1639.840605,155.8593239,0,NA,NA,0.035210638,NA,-0.003191815,NA,NA
"3967","1","Equilibrium constant rate",700.8878849,-1399.77016,296.2097777,0,0.07353,NA,NA,NA,NA,NA,NA
"3967","2","Equilibrium variable rate",792.3057817,-1580.594709,115.385228,0,0.043213316,0.021750626,NA,NA,NA,NA,NA
"3967","3","Birth-death constant rates (coalescent approx)",792.3058848,-1580.594916,115.3850218,0,NA,NA,0.043202757,0.021459824,NA,NA,NA
"3967","4a","Birth-death varying speciation constant extinction (coalescent approx)",851.0068463,-1695.979937,0,1,NA,NA,0.045787367,0.045787367,0.0082176,NA,NA
"3967","4b","Birth-death constant speciation varying extinction (coalescent approx)",838.3476134,-1670.661472,25.31846585,0,NA,NA,0.053005695,0.053005695,NA,-0.01559245,NA
"3967","4c","Birth-death constant extinction fraction (coalescent approx)",811.6904474,-1617.34714,78.63279791,0,NA,NA,0.040519516,NA,0.013578583,NA,0.830207177
"3967","4d","Birth-death varying speciation and extinction (coalescent approx)",833.909477,-1659.762616,36.21732142,0,NA,NA,0.04527705,0.045277019,0.000577164,-0.021996441,NA
"3967","5","Pure birth constant speciation (coalescent approx)",773.768653,-1545.531696,150.4482415,0,NA,NA,0.030138672,NA,NA,NA,NA
"3967","6","Pure birth varying speciation (coalescent approx)",774.5588159,-1545.100778,150.8791595,0,NA,NA,0.031915684,NA,-0.001629044,NA,NA
"3968","1","Equilibrium constant rate",817.5764068,-1633.147289,266.1486635,0,0.08381,NA,NA,NA,NA,NA,NA
"3968","2","Equilibrium variable rate",893.072122,-1782.127646,117.168306,0,0.052365373,0.020782945,NA,NA,NA,NA,NA
"3968","3","Birth-death constant rates (coalescent approx)",893.0722319,-1782.127866,117.168086,0,NA,NA,0.052408474,0.031638386,NA,NA,NA
"3968","4a","Birth-death varying speciation constant extinction (coalescent approx)",952.6645967,-1899.295952,0,0.89,NA,NA,0.053990379,0.053990378,0.007797984,NA,NA
"3968","4b","Birth-death constant speciation varying extinction (coalescent approx)",942.6601097,-1879.286978,20.00897402,0,NA,NA,0.05933581,0.059335809,NA,-0.014716661,NA
"3968","4c","Birth-death constant extinction fraction (coalescent approx)",910.2002544,-1814.367268,84.92868448,0,NA,NA,0.048826082,NA,0.013154871,NA,0.854855494
"3968","4d","Birth-death varying speciation and extinction (coalescent approx)",951.5989636,-1895.142449,4.153503621,0.11,NA,NA,0.053525346,0.053124641,0.008570408,0.001518346,NA
"3968","5","Pure birth constant speciation (coalescent approx)",859.815579,-1717.625633,181.6703193,0,NA,NA,0.032540039,NA,NA,NA,NA
"3968","6","Pure birth varying speciation (coalescent approx)",864.1079859,-1724.199374,175.0965781,0,NA,NA,0.037213449,NA,-0.004098325,NA,NA
"3969","1","Equilibrium constant rate",789.8782355,-1577.751029,288.4226294,0,0.07821,NA,NA,NA,NA,NA,NA
"3969","2","Equilibrium variable rate",878.5700814,-1753.123814,113.0498442,0,0.047501061,0.021098045,NA,NA,NA,NA,NA
"3969","3","Birth-death constant rates (coalescent approx)",878.5701173,-1753.123886,113.0497723,0,NA,NA,0.047524743,0.026433958,NA,NA,NA
"3969","4a","Birth-death varying speciation constant extinction (coalescent approx)",936.1032002,-1866.173658,0,1,NA,NA,0.051018019,0.051018019,0.007450146,NA,NA
"3969","4b","Birth-death constant speciation varying extinction (coalescent approx)",925.9269966,-1845.821251,20.35240721,0,NA,NA,0.05743295,0.05743295,NA,-0.01346692,NA
"3969","4c","Birth-death constant extinction fraction (coalescent approx)",897.2420081,-1788.451274,77.72238421,0,NA,NA,0.044893075,NA,0.013132215,NA,0.850493016
"3969","4d","Birth-death varying speciation and extinction (coalescent approx)",921.7220224,-1835.3894,30.7842581,0,NA,NA,0.042568347,0.042568346,0.007242513,-0.001474192,NA
"3969","5","Pure birth constant speciation (coalescent approx)",850.7950245,-1699.584607,166.5890513,0,NA,NA,0.031011719,NA,NA,NA,NA
"3969","6","Pure birth varying speciation (coalescent approx)",854.1335222,-1704.250696,161.9229626,0,NA,NA,0.034703638,NA,-0.003201007,NA,NA
"3970","1","Equilibrium constant rate",689.1380596,-1376.270579,377.3200075,0,0.07057,NA,NA,NA,NA,NA,NA
"3970","2","Equilibrium variable rate",812.3066144,-1620.596585,132.9940011,0,0.037482798,0.026406389,NA,NA,NA,NA,NA
"3970","3","Birth-death constant rates (coalescent approx)",812.307021,-1620.597398,132.9931879,0,NA,NA,0.037505732,0.011138879,NA,NA,NA
"3970","4a","Birth-death varying speciation constant extinction (coalescent approx)",879.8119599,-1753.590586,0,1,NA,NA,0.041018335,0.041018335,0.010140309,NA,NA
"3970","4b","Birth-death constant speciation varying extinction (coalescent approx)",857.324072,-1708.614811,44.97577577,0,NA,NA,0.050212386,0.050212386,NA,-0.0208385,NA
"3970","4c","Birth-death constant extinction fraction (coalescent approx)",840.5407922,-1675.048251,78.54233525,0,NA,NA,0.035078036,NA,0.016809445,NA,0.795370073
"3970","4d","Birth-death varying speciation and extinction (coalescent approx)",862.077686,-1716.099739,37.49084718,0,NA,NA,0.040223711,0.040223711,0.003605172,-0.02232016,NA
"3970","5","Pure birth constant speciation (coalescent approx)",807.1615888,-1612.317637,141.2729489,0,NA,NA,0.031015625,NA,NA,NA,NA
"3970","6","Pure birth varying speciation (coalescent approx)",808.7791889,-1613.541734,140.0488522,0,NA,NA,0.028610058,NA,0.002353417,NA,NA
"3971","1","Equilibrium constant rate",758.6670212,-1515.328608,289.7966367,0,0.07473,NA,NA,NA,NA,NA,NA
"3971","2","Equilibrium variable rate",842.9839903,-1681.951654,123.1735903,0,0.045226449,0.020287852,NA,NA,NA,NA,NA
"3971","3","Birth-death constant rates (coalescent approx)",842.9840367,-1681.951747,123.1734975,0,NA,NA,0.045221851,0.024941909,NA,NA,NA
"3971","4a","Birth-death varying speciation constant extinction (coalescent approx)",905.5789709,-1805.125244,0,1,NA,NA,0.04417917,0.04417917,0.008000673,NA,NA
"3971","4b","Birth-death constant speciation varying extinction (coalescent approx)",895.2621748,-1784.491652,20.63359231,0,NA,NA,0.054292216,0.054292215,NA,-0.014046467,NA
"3971","4c","Birth-death constant extinction fraction (coalescent approx)",862.7679895,-1719.503281,85.62196285,0,NA,NA,0.041927015,NA,0.012886912,NA,0.839603034
"3971","4d","Birth-death varying speciation and extinction (coalescent approx)",874.4279517,-1740.801333,64.32391113,0,NA,NA,0.035436565,0.035436561,0.022954188,0.021292518,NA
"3971","5","Pure birth constant speciation (coalescent approx)",817.6366535,-1633.267872,171.8573721,0,NA,NA,0.029836914,NA,NA,NA,NA
"3971","6","Pure birth varying speciation (coalescent approx)",819.1287465,-1634.241166,170.8840779,0,NA,NA,0.032277098,NA,-0.002214335,NA,NA
"3972","1","Equilibrium constant rate",751.1779088,-1500.35039,258.2144023,0,0.07381,NA,NA,NA,NA,NA,NA
"3972","2","Equilibrium variable rate",827.7927925,-1651.569281,106.995512,0,0.046595061,0.018158978,NA,NA,NA,NA,NA
"3972","3","Birth-death constant rates (coalescent approx)",827.7929451,-1651.569586,106.9952067,0,NA,NA,0.046575934,0.028423069,NA,NA,NA
"3972","4a","Birth-death varying speciation constant extinction (coalescent approx)",882.2987228,-1758.564793,0,0.74,NA,NA,0.048254054,0.048254054,0.006684246,NA,NA
"3972","4b","Birth-death constant speciation varying extinction (coalescent approx)",873.6829856,-1741.333318,17.23147437,0,NA,NA,0.054464173,0.054464172,NA,-0.011692784,NA
"3972","4c","Birth-death constant extinction fraction (coalescent approx)",843.1714116,-1680.31017,78.2546225,0,NA,NA,0.043916078,NA,0.011261132,NA,0.859010905
"3972","4d","Birth-death varying speciation and extinction (coalescent approx)",882.2848912,-1756.515286,2.049506062,0.26,NA,NA,0.047909969,0.047909969,0.006730048,-3.01e-05,NA
"3972","5","Pure birth constant speciation (coalescent approx)",792.167717,-1582.330007,176.2347859,0,NA,NA,0.028679688,NA,NA,NA,NA
"3972","6","Pure birth varying speciation (coalescent approx)",798.832738,-1593.649172,164.915621,0,NA,NA,0.033807247,NA,-0.004431095,NA,NA
"3973","1","Equilibrium constant rate",734.3595568,-1466.713527,308.7823022,0,0.07641,NA,NA,NA,NA,NA,NA
"3973","2","Equilibrium variable rate",826.8804361,-1649.744089,125.7517403,0,0.044749533,0.022470616,NA,NA,NA,NA,NA
"3973","3","Birth-death constant rates (coalescent approx)",826.8811037,-1649.745424,125.7504051,0,NA,NA,0.044789056,0.022304182,NA,NA,NA
"3973","4a","Birth-death varying speciation constant extinction (coalescent approx)",890.7647214,-1775.495829,0,1,NA,NA,0.04756873,0.04756873,0.00840268,NA,NA
"3973","4b","Birth-death constant speciation varying extinction (coalescent approx)",876.6517173,-1747.269821,28.22600805,0,NA,NA,0.055319389,0.055319388,NA,-0.015709339,NA
"3973","4c","Birth-death constant extinction fraction (coalescent approx)",848.714178,-1691.394743,84.10108664,0,NA,NA,0.041585286,NA,0.014350348,NA,0.831152339
"3973","4d","Birth-death varying speciation and extinction (coalescent approx)",849.7950439,-1691.533987,83.96184245,0,NA,NA,0.037713733,0.037713727,0.002117888,-0.038106417,NA
"3973","5","Pure birth constant speciation (coalescent approx)",808.0426936,-1614.079801,161.4160287,0,NA,NA,0.031173828,NA,NA,NA,NA
"3973","6","Pure birth varying speciation (coalescent approx)",808.4357596,-1612.854736,162.6410933,0,NA,NA,0.032458927,NA,-0.001177123,NA,NA
"3974","1","Equilibrium constant rate",673.110057,-1344.214367,265.699892,0,0.07409,NA,NA,NA,NA,NA,NA
"3974","2","Equilibrium variable rate",751.1459174,-1498.274569,111.6396903,0,0.045181465,0.019878163,NA,NA,NA,NA,NA
"3974","3","Birth-death constant rates (coalescent approx)",751.1460502,-1498.274834,111.6394247,0,NA,NA,0.045139729,0.025246111,NA,NA,NA
"3974","4a","Birth-death varying speciation constant extinction (coalescent approx)",807.9744205,-1609.914259,0,1,NA,NA,0.046841372,0.046841372,0.007634814,NA,NA
"3974","4b","Birth-death constant speciation varying extinction (coalescent approx)",797.9253689,-1589.816156,20.09810325,0,NA,NA,0.053904484,0.053904484,NA,-0.013776634,NA
"3974","4c","Birth-death constant extinction fraction (coalescent approx)",768.1633582,-1530.292134,79.62212467,0,NA,NA,0.042158807,NA,0.01246674,NA,0.841940352
"3974","4d","Birth-death varying speciation and extinction (coalescent approx)",796.1426357,-1584.227551,25.68670757,0,NA,NA,0.04494906,0.04494906,0.001755563,-0.01621245,NA
"3974","5","Pure birth constant speciation (coalescent approx)",726.2044525,-1450.403158,159.5111009,0,NA,NA,0.029557617,NA,NA,NA,NA
"3974","6","Pure birth varying speciation (coalescent approx)",728.4292573,-1452.841248,157.0730104,0,NA,NA,0.032622784,NA,-0.002768861,NA,NA
"5525","1","Equilibrium constant rate",9590.705529,-19179.40956,196.7340573,0,0.27017,NA,NA,NA,NA,NA,NA
"5525","2","Equilibrium variable rate",9621.412031,-19238.81957,137.3240506,0,0.244172375,0.008559305,NA,NA,NA,NA,NA
"5525","3","Birth-death constant rates (coalescent approx)",9621.412207,-19238.81992,137.3236993,0,NA,NA,0.244128146,0.235545148,NA,NA,NA
"5525","4a","Birth-death varying speciation constant extinction (coalescent approx)",9125.320138,-18244.63128,1131.512334,0,NA,NA,0.132473796,2.78e-07,-0.03769447,NA,NA
"5525","4b","Birth-death constant speciation varying extinction (coalescent approx)",9691.076305,-19376.14362,0,1,NA,NA,0.245251485,0.245251485,NA,-0.001639217,NA
"5525","4c","Birth-death constant extinction fraction (coalescent approx)",9626.763081,-19247.51717,128.6264495,0,NA,NA,0.240851676,NA,0.005085734,NA,0.983171543
"5525","4d","Birth-death varying speciation and extinction (coalescent approx)",9523.216947,-19038.4189,337.7247161,0,NA,NA,0.159530025,0.15952881,0.010051021,0.008800017,NA
"5525","5","Pure birth constant speciation (coalescent approx)",7956.121671,-15910.24184,3465.901775,0,NA,NA,0.048878906,NA,NA,NA,NA
"5525","6","Pure birth varying speciation (coalescent approx)",9125.321772,-18246.63905,1129.504569,0,NA,NA,0.132584417,NA,-0.03775487,NA,NA
"5525-30000","1","Equilibrium constant rate",7016.544846,-14031.0882,1069.997953,0,0.10189,NA,NA,NA,NA,NA,NA
"5525-30000","2","Equilibrium variable rate",7352.276704,-14700.54893,400.5372227,0,0.062254779,0.026635271,NA,NA,NA,NA,NA
"5525-30000","3","Birth-death constant rates (coalescent approx)",7352.277653,-14700.55083,400.5353265,0,NA,NA,0.062337266,0.035732168,NA,NA,NA
"5525-30000","4a","Birth-death varying speciation constant extinction (coalescent approx)",7553.547557,-15101.08615,0,0.98,NA,NA,0.06935332,0.069353318,0.008068077,NA,NA
"5525-30000","4b","Birth-death constant speciation varying extinction (coalescent approx)",7523.486198,-15040.96343,60.12271803,0,NA,NA,0.075884809,0.075884808,NA,-0.014972923,NA
"5525-30000","4c","Birth-death constant extinction fraction (coalescent approx)",7425.045985,-14844.08301,257.0031433,0,NA,NA,0.059595119,NA,0.016566259,NA,0.866086997
"5525-30000","4d","Birth-death varying speciation and extinction (coalescent approx)",7550.57478,-15093.13462,7.951534407,0.02,NA,NA,0.06600344,0.066003439,0.013255075,0.00818152,NA
"5525-30000","5","Pure birth constant speciation (coalescent approx)",7232.83426,-14463.66703,637.4191255,0,NA,NA,0.03953125,NA,NA,NA,NA
"5525-30000","6","Pure birth varying speciation (coalescent approx)",7251.79494,-14499.5854,601.5007509,0,NA,NA,0.045123156,NA,-0.004562003,NA,NA
"5526","1","Equilibrium constant rate",9346.360153,-18690.7188,214.3119185,0,0.25241,NA,NA,NA,NA,NA,NA
"5526","2","Equilibrium variable rate",9381.064634,-18758.12475,146.90597,0,0.226238404,0.00882119,NA,NA,NA,NA,NA
"5526","3","Birth-death constant rates (coalescent approx)",9381.064665,-18758.12481,146.9059069,0,NA,NA,0.22617295,0.217348676,NA,NA,NA
"5526","4a","Birth-death varying speciation constant extinction (coalescent approx)",8891.509565,-17777.01009,1128.020629,0,NA,NA,0.122955518,1.41e-08,-0.034874071,NA,NA
"5526","4b","Birth-death constant speciation varying extinction (coalescent approx)",9455.51988,-18905.03072,0,1,NA,NA,0.226907522,0.226903675,NA,-0.001752833,NA
"5526","4c","Birth-death constant extinction fraction (coalescent approx)",9387.357048,-18768.70506,136.3256634,0,NA,NA,0.222781194,NA,0.005266396,NA,0.981500362
"5526","4d","Birth-death varying speciation and extinction (coalescent approx)",9353.242958,-18698.47084,206.5598749,0,NA,NA,0.219401734,0.219401731,-0.024043933,-0.041816087,NA
"5526","5","Pure birth constant speciation (coalescent approx)",7800.205401,-15598.4093,3306.621423,0,NA,NA,0.046972656,NA,NA,NA,NA
"5526","6","Pure birth varying speciation (coalescent approx)",8891.509746,-17779.01497,1126.015747,0,NA,NA,0.122988866,NA,-0.034887654,NA,NA
"5526-30000","1","Equilibrium constant rate",6907.341779,-13812.68205,970.674697,0,0.10185,NA,NA,NA,NA,NA,NA
"5526-30000","2","Equilibrium variable rate",7201.875975,-14399.74742,383.6093272,0,0.064442454,0.023983905,NA,NA,NA,NA,NA
"5526-30000","3","Birth-death constant rates (coalescent approx)",7201.876681,-14399.74883,383.6079137,0,NA,NA,0.064460155,0.04046339,NA,NA,NA
"5526-30000","4a","Birth-death varying speciation constant extinction (coalescent approx)",7394.682905,-14783.35675,0,1,NA,NA,0.070791885,0.070791881,0.007142018,NA,NA
"5526-30000","4b","Birth-death constant speciation varying extinction (coalescent approx)",7372.942551,-14739.87604,43.48070697,0,NA,NA,0.076534133,0.076534132,NA,-0.012748593,NA
"5526-30000","4c","Birth-death constant extinction fraction (coalescent approx)",7265.870285,-14525.73151,257.6252396,0,NA,NA,0.061583459,NA,0.014879479,NA,0.8769481
"5526-30000","4d","Birth-death varying speciation and extinction (coalescent approx)",7290.784743,-14573.55438,209.8023709,0,NA,NA,0.052075339,0.052073254,0.025748136,0.024417652,NA
"5526-30000","5","Pure birth constant speciation (coalescent approx)",7044.746687,-14087.49186,695.8648819,0,NA,NA,0.038179688,NA,NA,NA,NA
"5526-30000","6","Pure birth varying speciation (coalescent approx)",7079.271417,-14154.5383,628.8184424,0,NA,NA,0.045663056,NA,-0.00594282,NA,NA
"5527","1","Equilibrium constant rate",9628.178678,-19254.35587,174.3164425,0,0.26121,NA,NA,NA,NA,NA,NA
"5527","2","Equilibrium variable rate",9648.620258,-19293.23607,135.4362479,0,0.240425423,0.006521108,NA,NA,NA,NA,NA
"5527","3","Birth-death constant rates (coalescent approx)",9648.620329,-19293.23621,135.4361054,0,NA,NA,0.240333354,0.233809204,NA,NA,NA
"5527","4a","Birth-death varying speciation constant extinction (coalescent approx)",9104.030865,-18202.05283,1226.619485,0,NA,NA,0.127273226,4.48e-08,-0.036746006,NA,NA
